,UserID,Buy_ticket,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,number_of_adults,Daily_Avg_mins_spend_on_traveling_page
8477,1008478,No,185.0,Mobile,34202.0,10,3,Trekking,54.0,2080.0,2.0,No,19.0,No,4.0,1.0,4.0
8478,1008479,No,274.0,Laptop,45580.0,6,4,Beach,88.0,5565.0,3.0,Yes,24.0,No,4.0,1.0,9.0
8479,1008480,No,326.0,Mobile,37075.0,9,2,Other,101.0,16575.125,8.0,No,33.0,Yes,4.0,0.0,24.0
8480,1008481,No,270.0,Mobile,26261.0,28,3,Beach,55.0,3414.0,1.0,No,26.0,No,4.0,2.0,10.0
8481,1008482,No,263.0,Laptop,22863.0,10,4,Trekking,97.0,5075.0,1.0,No,20.0,No,2.0,1.0,8.0
8482,1008483,No,310.0,Mobile,4136.0,14,2,Beach,87.0,4643.0,1.0,No,22.0,No,3.0,1.0,5.0
8483,1008484,No,327.0,Mobile,34655.0,27,3,Trekking,97.0,4885.0,5.0,No,15.0,No,3.0,1.0,8.0
8484,1008485,No,273.0,Mobile,47220.0,7,2,Beach,69.0,2700.0,1.0,No,22.0,No,4.0,1.0,1.0
8485,1008486,No,350.0,Mobile,19709.0,1,4,Beach,59.0,16575.125,1.0,No,20.0,No,2.0,0.0,27.0
8486,1008487,Yes,215.0,Mobile,11519.0,24,3,Historical site,55.0,2417.0,1.0,Yes,26.0,No,3.0,3.0,1.0
8487,1008488,No,177.0,Mobile,16000.0,26,2,Other,90.0,2821.0,1.0,Yes,26.0,No,2.0,0.0,4.0
8488,1008489,No,381.0,Laptop,43201.0,20,5,Historical site,53.0,11250.0,2.0,Yes,24.0,No,3.0,1.0,32.0
8489,1008490,No,252.0,Mobile,22197.0,5,4,Other,41.0,3315.0,3.0,No,28.0,No,4.0,2.0,6.0
8490,1008491,No,342.0,Mobile,45965.0,7,3,Historical site,34.0,16575.125,0.0,Yes,21.0,No,4.0,1.0,23.0
8491,1008492,No,235.0,Mobile,8446.0,7,3,Historical site,57.0,2152.0,1.0,No,24.0,No,2.0,1.0,6.0
8492,1008493,No,343.0,Mobile,35532.0,5,5,Historical site,58.0,5776.0,1.0,Yes,19.0,No,1.0,0.0,10.0
8493,1008494,No,344.0,Mobile,11765.0,26,3,Other,63.0,4396.0,1.0,No,19.0,No,1.0,1.0,10.0
8494,1008495,No,237.0,Laptop,25037.0,2,4,Other,64.0,5337.0,7.0,No,20.0,No,4.0,0.0,10.0
8495,1008496,No,279.0,Mobile,19572.0,12,4,Beach,83.0,4674.0,9.0,Yes,17.0,No,2.0,2.0,7.0
8496,1008497,No,261.0,Laptop,14915.0,10,4,Beach,52.0,4727.0,1.0,No,18.0,No,1.0,1.0,9.0
8497,1008498,No,375.0,Mobile,25277.0,25,4,Beach,90.0,3219.0,1.0,No,25.0,No,4.0,1.0,10.0
8498,1008499,No,297.0,Mobile,48556.0,10,5,Historical site,79.0,5387.0,2.0,No,20.0,No,4.0,3.0,10.0
8499,1008500,No,207.0,Mobile,45573.0,19,3,Other,72.0,4078.0,1.0,No,20.0,No,1.0,2.0,7.0
8500,1008501,No,268.0,Mobile,28671.0,18,5,Beach,55.0,5213.0,1.0,No,21.0,No,4.0,0.0,16.0
8501,1008502,No,218.0,Mobile,20307.0,27,3,Historical site,49.0,4887.0,0.0,No,30.0,Yes,2.0,1.0,6.0
8502,1008503,No,169.0,Mobile,19116.0,5,1,Historical site,106.0,3126.0,1.0,No,23.0,No,3.0,0.0,3.0
8503,1008504,Yes,138.0,Laptop,19043.0,3,2,Historical site,82.0,1573.0,1.0,Yes,19.0,No,3.0,0.0,0.0
8504,1008505,No,363.0,Mobile,41163.0,26,4,Beach,102.0,16575.125,3.0,No,16.0,No,3.0,1.0,27.0
8505,1008506,No,298.0,Mobile,5961.0,3,2,Historical site,81.0,3073.0,0.0,No,24.0,No,4.0,1.0,11.0
8506,1008507,No,312.0,Mobile,30944.0,15,3,Beach,88.0,10443.0,1.0,No,18.0,No,4.0,2.0,18.0
8507,1008508,No,273.0,Mobile,7290.0,8,4,Beach,55.0,4155.0,1.0,No,18.0,No,4.0,1.0,15.0
8508,1008509,No,289.0,Mobile,23493.0,19,3,Beach,92.0,5775.0,3.0,No,27.0,No,1.0,3.0,9.0
8509,1008510,No,299.0,Laptop,24895.0,4,3,Historical site,90.0,5050.0,0.0,No,16.0,No,4.0,0.0,10.0
8510,1008511,No,341.0,Mobile,46520.0,2,2,Other,70.0,5777.0,1.0,No,31.0,No,1.0,2.0,10.0
8511,1008512,No,294.0,Mobile,13902.0,2,2,Historical site,65.0,7764.0,3.0,Yes,26.0,No,4.0,1.0,10.0
8512,1008513,Yes,271.0,Mobile,25798.0,10,3,Historical site,65.0,10309.0,9.0,No,21.0,No,3.0,0.0,15.0
8513,1008514,No,288.0,Mobile,51456.0,10,3,Historical site,77.0,3940.0,1.0,No,18.0,No,1.0,1.0,8.0
8514,1008515,No,306.0,Mobile,15684.0,16,3,Beach,89.0,7952.0,6.0,Yes,19.0,No,4.0,0.0,18.0
8515,1008516,No,334.0,Laptop,21077.0,1,5,Trekking,46.0,5750.0,4.0,Yes,15.0,No,3.0,0.0,14.0
8516,1008517,No,372.0,Laptop,12787.0,4,5,Historical site,93.0,15213.0,2.0,No,32.0,Yes,2.0,1.0,23.0
8517,1008518,Yes,273.0,Mobile,26714.0,15,2,Historical site,62.0,5446.0,6.0,Yes,23.0,No,4.0,2.0,7.0
8518,1008519,No,184.0,Laptop,19851.0,2,1,Trekking,38.0,3765.0,1.0,Yes,18.0,No,3.0,0.0,6.0
8519,1008520,No,208.0,Mobile,17013.0,8,3,Historical site,89.0,3525.0,7.0,No,21.0,No,1.0,0.0,5.0
8520,1008521,No,208.0,Laptop,20688.0,2,3,Historical site,98.0,2590.0,2.0,No,16.0,No,3.0,0.0,6.0
8521,1008522,Yes,306.0,Mobile,46526.0,7,3,Beach,82.0,2175.0,3.0,Yes,20.0,No,2.0,0.0,10.0
8522,1008523,No,226.0,Mobile,16418.0,10,3,Historical site,45.0,5881.0,9.0,No,22.0,No,3.0,0.0,8.0
8523,1008524,No,278.0,Mobile,24892.0,5,4,Beach,50.0,8011.0,4.0,No,15.0,No,3.0,2.0,9.0
8524,1008525,No,198.0,Laptop,27032.0,2,1,Beach,89.0,5217.0,1.0,No,22.0,No,3.0,2.0,7.0
8525,1008526,No,299.0,Mobile,17231.0,12,3,Historical site,75.0,5298.0,4.0,No,24.0,Yes,3.0,0.0,7.0
8526,1008527,No,378.0,Mobile,10538.0,22,4,Other,80.0,16425.0,3.0,No,28.0,No,2.0,2.0,27.0
8527,1008528,No,383.0,Mobile,28462.0,17,5,Beach,55.0,13281.0,5.0,No,27.0,No,3.0,3.0,19.0
8528,1008529,No,157.0,Mobile,39941.0,2,3,Historical site,34.0,2787.0,1.0,No,22.0,No,1.0,0.0,2.0
8529,1008530,No,264.0,Mobile,39560.0,3,3,Beach,73.0,5444.0,1.0,No,16.0,No,3.0,1.0,11.0
8530,1008531,No,280.0,Mobile,10895.0,7,3,Beach,88.0,2025.0,2.0,No,17.0,No,3.0,0.0,15.0
8531,1008532,No,373.0,Mobile,16283.0,6,1,Beach,45.0,13969.0,2.0,Yes,25.0,No,2.0,1.0,30.0
8532,1008533,No,273.0,Mobile,31300.0,1,4,Historical site,41.0,4385.0,0.0,No,21.0,No,3.0,0.0,4.0
8533,1008534,No,276.0,Mobile,36409.0,3,2,Beach,82.0,6848.0,6.0,No,30.0,Yes,1.0,1.0,13.0
8534,1008535,No,415.0,Mobile,20445.0,22,5,Historical site,103.0,16575.125,3.0,No,35.0,Yes,3.0,1.0,33.0
8535,1008536,No,329.0,Mobile,45188.0,15,2,Beach,76.0,16575.125,1.0,No,27.0,Yes,1.0,1.0,14.0
8536,1008537,Yes,273.0,Laptop,30804.0,12,4,Other,40.0,4584.0,3.0,Yes,27.0,Yes,1.0,0.0,13.0
8537,1008538,No,290.0,Laptop,41623.0,1,3,Beach,93.0,4744.0,7.0,No,19.0,No,4.0,2.0,19.0
8538,1008539,No,221.0,Mobile,34697.0,5,3,Historical site,51.0,4199.0,1.0,Yes,24.0,No,2.0,1.0,10.0
8539,1008540,No,257.0,Mobile,13729.0,2,4,Historical site,100.0,5517.0,1.0,No,20.0,No,3.0,2.0,6.0
8540,1008541,No,251.0,Mobile,34206.0,2,3,Historical site,50.0,5482.0,0.0,No,22.0,No,3.0,2.0,10.0
8541,1008542,No,244.0,Mobile,38924.0,5,4,Beach,73.0,5487.0,1.0,No,17.0,No,1.0,2.0,10.0
8542,1008543,No,373.0,Mobile,16251.0,16,3,Historical site,84.0,2599.0,4.0,Yes,24.0,No,2.0,1.0,17.0
8543,1008544,No,294.0,Laptop,5191.0,2,3,Historical site,49.0,2445.0,1.0,No,27.0,Yes,2.0,0.0,4.0
8544,1008545,No,357.0,Mobile,42881.0,2,4,Beach,56.0,15982.0,6.0,No,24.0,No,3.0,3.0,29.0
8545,1008546,No,378.0,Mobile,28325.0,1,3,Beach,45.0,15387.0,4.0,No,19.0,No,1.0,0.0,23.0
8546,1008547,No,313.0,Mobile,42218.0,23,2,Beach,83.0,7086.0,3.0,Yes,27.0,No,4.0,0.0,21.0
8547,1008548,No,160.0,Mobile,25451.0,9,1,Beach,65.0,2738.0,1.0,No,22.0,No,1.0,0.0,2.0
8548,1008549,No,259.0,Mobile,18559.0,16,3,Beach,47.0,5372.0,1.0,Yes,37.0,Yes,3.0,1.0,7.0
8549,1008550,No,278.0,Mobile,47292.0,26,4,Beach,89.0,5357.0,6.0,No,26.0,No,2.0,2.0,10.0
8550,1008551,No,341.0,Mobile,18489.0,1,3,Beach,56.0,3199.0,4.0,Yes,29.0,No,1.0,3.0,8.0
8551,1008552,Yes,183.0,Mobile,46211.0,8,1,Historical site,104.0,3993.0,1.0,Yes,23.0,No,1.0,0.0,5.0
8552,1008553,No,289.0,Mobile,52332.0,4,2,Historical site,95.0,3312.0,7.0,No,23.0,No,4.0,1.0,7.0
8553,1008554,No,410.0,Mobile,48837.0,24,4,Historical site,60.0,7014.0,3.0,No,23.0,No,3.0,0.0,11.0
8554,1008555,Yes,364.0,Laptop,24787.0,7,2,Historical site,104.0,2666.0,2.0,Yes,20.0,No,3.0,2.0,19.0
8555,1008556,Yes,248.0,Mobile,44077.0,2,4,Beach,103.0,1399.0,1.0,No,15.0,No,1.0,0.0,1.0
8556,1008557,No,198.0,Mobile,27514.0,7,3,Historical site,88.0,2581.0,1.0,No,28.0,Yes,3.0,0.0,7.0
8557,1008558,No,421.0,Mobile,50447.0,22,3,Trekking,102.0,3546.0,5.0,No,21.0,No,4.0,1.0,8.0
8558,1008559,No,264.0,Mobile,40505.0,5,2,Historical site,66.0,3989.0,1.0,No,20.0,No,3.0,1.0,15.0
8559,1008560,No,457.0,Mobile,12959.0,1,4,Historical site,101.0,10887.0,3.0,No,24.0,Yes,3.0,1.0,19.0
8560,1008561,No,259.0,Mobile,9350.0,21,3,Historical site,88.0,2035.0,1.0,No,23.0,No,4.0,3.0,14.0
8561,1008562,No,282.0,Laptop,44741.0,1,4,Historical site,38.0,9534.0,1.0,No,22.0,No,3.0,2.0,6.0
8562,1008563,No,261.0,Mobile,23733.0,19,3,Beach,43.0,2937.0,1.0,No,20.0,No,2.0,0.0,10.0
8563,1008564,Yes,182.0,Mobile,14949.0,7,3,Beach,111.0,2286.0,1.0,Yes,25.0,Yes,2.0,1.0,3.0
8564,1008565,No,336.0,Mobile,32240.0,2,3,Beach,106.0,7886.0,1.0,Yes,29.0,No,2.0,1.0,9.0
8565,1008566,No,269.0,Laptop,5122.0,2,4,Historical site,83.0,4940.0,0.0,Yes,25.0,No,3.0,0.0,6.0
8566,1008567,No,330.0,Mobile,41273.0,2,3,Historical site,85.0,7855.0,1.0,Yes,22.0,No,1.0,1.0,10.0
8567,1008568,No,192.0,Mobile,20345.0,9,3,Historical site,70.0,4408.0,1.0,No,26.0,No,4.0,1.0,5.0
8568,1008569,No,317.0,Mobile,32134.0,6,3,Other,39.0,9248.0,1.0,No,16.0,No,2.0,0.0,10.0
8569,1008570,No,224.0,Mobile,37876.0,9,4,Historical site,55.0,2981.0,9.0,No,24.0,No,3.0,1.0,9.0
8570,1008571,No,273.0,Mobile,18554.0,2,4,Beach,58.0,4514.0,3.0,No,18.0,No,3.0,0.0,17.0
8571,1008572,No,346.0,Mobile,43342.0,1,1,Beach,81.0,10760.0,3.0,No,32.0,Yes,4.0,1.0,25.0
8572,1008573,Yes,184.0,Mobile,8411.0,22,1,Trekking,68.0,1563.0,1.0,No,22.0,No,3.0,1.0,1.0
8573,1008574,Yes,359.0,Laptop,38261.0,9,3,Beach,85.0,12943.0,7.0,No,22.0,No,3.0,0.0,25.0
8574,1008575,No,202.0,Mobile,13653.0,17,4,Historical site,70.0,2311.0,1.0,No,20.0,No,3.0,3.0,3.0
8575,1008576,No,341.0,Mobile,35178.0,28,2,Trekking,58.0,16575.125,1.0,No,16.0,No,3.0,0.0,21.0
8576,1008577,No,249.0,Laptop,20482.0,10,3,Beach,66.0,3440.0,6.0,No,23.0,No,1.0,1.0,10.0
8577,1008578,No,243.0,Mobile,25943.0,2,4,Beach,80.0,3484.0,1.0,No,23.0,No,4.0,1.0,6.0
8578,1008579,No,314.0,Mobile,19325.0,4,3,Trekking,69.0,6438.0,6.0,No,31.0,No,2.0,1.0,10.0
8579,1008580,No,309.0,Mobile,12925.0,8,2,Beach,96.0,6519.0,2.0,Yes,21.0,No,2.0,1.0,18.0
8580,1008581,No,191.0,Mobile,17715.0,29,1,Historical site,102.0,3919.0,1.0,No,16.0,No,2.0,3.0,6.0
8581,1008582,No,349.0,Mobile,25106.0,13,4,Beach,41.0,5571.0,6.0,No,24.0,No,4.0,0.0,19.0
8582,1008583,No,270.0,Mobile,47962.0,27,4,Beach,57.0,6889.0,2.0,No,25.0,No,2.0,1.0,17.0
8583,1008584,No,230.0,Mobile,27765.0,16,1,Beach,38.0,2867.0,1.0,No,18.0,No,2.0,1.0,10.0
8584,1008585,No,365.0,Mobile,19010.0,2,4,Other,97.0,4982.0,7.0,No,20.0,No,4.0,1.0,4.0
8585,1008586,No,353.0,Mobile,44702.0,2,3,Beach,79.0,10376.0,4.0,Yes,15.0,No,2.0,1.0,13.0
8586,1008587,Yes,274.0,Mobile,50963.0,13,5,Other,107.0,6144.0,5.0,Yes,20.0,No,2.0,3.0,16.0
8587,1008588,Yes,244.0,Mobile,33749.0,1,2,Beach,37.0,6741.0,6.0,No,20.0,No,2.0,0.0,10.0
8588,1008589,No,184.0,Mobile,5609.0,4,1,Historical site,56.0,3304.0,1.0,No,23.0,No,3.0,0.0,3.0
8589,1008590,No,244.0,Laptop,5714.0,24,1,Trekking,40.0,5247.0,2.0,No,29.0,Yes,4.0,0.0,9.0
8590,1008591,No,297.0,Mobile,27725.0,1,3,Beach,88.0,6481.0,1.0,Yes,20.0,No,4.0,1.0,9.0
8591,1008592,No,251.0,Mobile,12990.0,19,3,Beach,91.0,9615.0,3.0,No,19.0,No,3.0,1.0,10.0
8592,1008593,No,310.0,Mobile,21389.0,7,4,Historical site,96.0,16575.125,1.0,No,20.0,No,2.0,0.0,21.0
8593,1008594,No,345.0,Mobile,6172.0,4,3,Beach,65.0,9768.0,4.0,No,24.0,Yes,3.0,2.0,9.0
8594,1008595,No,236.0,Laptop,45926.0,2,4,Trekking,88.0,4976.0,0.0,No,28.0,No,4.0,0.0,10.0
8595,1008596,No,187.0,Laptop,31405.0,10,3,Historical site,70.0,2154.0,0.0,No,22.0,No,4.0,1.0,3.0
8596,1008597,Yes,229.0,Laptop,21008.0,8,3,Trekking,73.0,2186.0,6.0,No,22.0,No,3.0,1.0,6.0
8597,1008598,No,236.0,Mobile,35113.0,5,3,Trekking,59.0,8356.0,1.0,No,28.0,No,3.0,1.0,6.0
8598,1008599,No,215.0,Mobile,36897.0,8,3,Historical site,77.0,3454.0,1.0,No,23.0,No,3.0,0.0,6.0
8599,1008600,Yes,223.0,Mobile,14988.0,9,3,Other,59.0,2764.0,1.0,No,20.0,No,3.0,0.0,2.0
8600,1008601,No,221.0,Laptop,16142.0,1,3,Beach,78.0,6306.0,8.0,Yes,24.0,No,4.0,0.0,10.0
8601,1008602,No,229.0,Mobile,34274.0,15,2,Other,99.0,7149.0,2.0,No,17.0,No,1.0,1.0,12.0
8602,1008603,No,263.0,Mobile,6338.0,2,4,Historical site,102.0,2936.0,0.0,Yes,23.0,No,1.0,3.0,6.0
8603,1008604,No,260.0,Mobile,44910.0,2,3,Other,72.0,5150.0,8.0,No,20.0,No,4.0,0.0,13.0
8604,1008605,No,372.0,Mobile,45967.0,11,4,Other,90.0,4518.0,3.0,No,18.0,No,3.0,0.0,8.0
8605,1008606,Yes,259.0,Mobile,7392.0,16,3,Beach,84.0,8574.0,2.0,Yes,30.0,Yes,3.0,0.0,11.0
8606,1008607,No,290.0,Laptop,20802.0,2,2,Historical site,80.0,2478.0,4.0,No,21.0,No,2.0,1.0,9.0
8607,1008608,Yes,244.0,Mobile,37777.0,16,4,Other,77.0,8173.0,2.0,No,16.0,No,1.0,3.0,10.0
8608,1008609,No,222.0,Mobile,20655.0,4,3,Trekking,94.0,2121.0,1.0,No,22.0,No,3.0,1.0,1.0
8609,1008610,No,236.0,Mobile,10686.0,16,3,Beach,69.0,5299.0,3.0,No,25.0,No,3.0,1.0,10.0
8610,1008611,No,245.0,Mobile,33359.0,5,4,Trekking,77.0,2724.0,2.0,No,18.0,No,2.0,0.0,12.0
8611,1008612,No,288.0,Mobile,29164.0,18,3,Historical site,71.0,5814.0,3.0,Yes,23.0,No,3.0,1.0,15.0
8612,1008613,Yes,326.0,Laptop,28256.0,17,3,Trekking,49.0,2443.0,9.0,Yes,28.0,No,4.0,1.0,6.0
8613,1008614,No,319.0,Mobile,29930.0,12,3,Historical site,63.0,2774.0,8.0,No,28.0,Yes,2.0,3.0,7.0
8614,1008615,No,420.0,Mobile,16736.0,2,3,Historical site,65.0,16575.125,8.0,No,16.0,No,2.0,3.0,33.0
8615,1008616,No,252.0,Mobile,27133.0,4,3,Trekking,95.0,3062.0,5.0,No,23.0,No,4.0,2.0,11.0
8616,1008617,No,317.0,Mobile,19186.0,9,4,Beach,97.0,2298.0,1.0,No,24.0,Yes,2.0,2.0,5.0
8617,1008618,No,266.0,Mobile,48128.0,10,3,Beach,96.0,4012.0,1.0,Yes,20.0,No,3.0,1.0,15.0
8618,1008619,No,402.0,Mobile,23146.0,1,4,Historical site,64.0,12973.0,4.0,Yes,29.0,Yes,4.0,3.0,27.0
8619,1008620,No,330.0,Mobile,8545.0,2,3,Beach,109.0,3546.0,0.0,No,18.0,No,2.0,0.0,10.0
8620,1008621,No,259.0,Mobile,17896.0,3,2,Beach,37.0,6038.0,5.0,No,23.0,No,1.0,0.0,6.0
8621,1008622,Yes,170.0,Mobile,11798.0,7,1,Other,34.0,2687.0,1.0,No,25.0,No,2.0,0.0,1.0
8622,1008623,No,290.0,Mobile,40361.0,6,2,Other,51.0,3709.0,1.0,No,23.0,No,2.0,1.0,5.0
8623,1008624,Yes,172.0,Mobile,45297.0,8,1,Historical site,86.0,2401.0,1.0,Yes,26.0,No,3.0,0.0,1.0
8624,1008625,No,241.0,Mobile,6865.0,29,4,Other,99.0,5472.0,1.0,No,23.0,No,1.0,2.0,13.0
8625,1008626,No,389.0,Mobile,32975.0,3,3,Trekking,63.0,13121.0,2.0,No,15.0,No,4.0,0.0,15.0
8626,1008627,No,288.0,Mobile,20618.0,9,2,Other,49.0,4192.0,1.0,No,20.0,No,1.0,2.0,5.0
8627,1008628,No,352.0,Mobile,25700.0,2,4,Historical site,58.0,16575.125,7.0,Yes,21.0,No,3.0,1.0,24.0
8628,1008629,No,279.0,Mobile,48412.0,10,3,Beach,98.0,8329.0,7.0,Yes,21.0,No,4.0,1.0,15.0
8629,1008630,Yes,333.0,Laptop,15020.0,1,2,Historical site,111.0,2350.0,1.0,Yes,15.0,No,3.0,3.0,6.0
8630,1008631,No,284.0,Mobile,43369.0,8,2,Other,92.0,4082.0,2.0,No,23.0,No,3.0,0.0,19.0
8631,1008632,Yes,267.0,Mobile,10616.0,27,3,Beach,94.0,5823.0,1.0,Yes,22.0,No,4.0,0.0,10.0
8632,1008633,No,258.0,Mobile,30349.0,8,4,Beach,99.0,3147.0,6.0,No,30.0,No,2.0,1.0,14.0
8633,1008634,No,215.0,Mobile,41342.0,1,3,Beach,90.0,2051.0,1.0,No,16.0,No,3.0,1.0,5.0
8634,1008635,No,297.0,Mobile,43863.0,10,1,Historical site,68.0,13474.0,7.0,No,25.0,Yes,3.0,0.0,9.0
8635,1008636,No,351.0,Mobile,29725.0,26,2,Beach,106.0,7997.0,8.0,No,18.0,No,3.0,0.0,6.0
8636,1008637,No,312.0,Mobile,21563.0,2,2,Beach,102.0,3388.0,4.0,No,24.0,No,4.0,1.0,7.0
8637,1008638,No,323.0,Mobile,39488.0,13,3,Historical site,106.0,5546.0,5.0,No,30.0,No,3.0,2.0,10.0
8638,1008639,No,266.0,Mobile,41303.0,2,2,Historical site,93.0,5772.0,2.0,No,20.0,No,3.0,1.0,15.0
8639,1008640,No,295.0,Mobile,46766.0,2,3,Trekking,110.0,2603.0,5.0,No,19.0,No,4.0,3.0,13.0
8640,1008641,Yes,260.0,Laptop,8202.0,9,4,Beach,105.0,5355.0,4.0,No,20.0,No,3.0,1.0,11.0
8641,1008642,Yes,284.0,Mobile,12953.0,10,4,Historical site,68.0,4218.0,1.0,No,19.0,No,2.0,0.0,10.0
8642,1008643,No,302.0,Laptop,26820.0,20,3,Beach,95.0,4138.0,2.0,No,29.0,No,4.0,1.0,7.0
8643,1008644,No,328.0,Mobile,12016.0,9,3,Beach,57.0,2446.0,4.0,No,18.0,No,3.0,0.0,7.0
8644,1008645,No,315.0,Mobile,15652.0,5,3,Beach,89.0,6880.0,3.0,No,16.0,No,1.0,0.0,11.0
8645,1008646,No,317.0,Mobile,27863.0,4,1,Other,88.0,10459.0,0.0,Yes,16.0,No,4.0,1.0,23.0
8646,1008647,No,233.0,Mobile,38228.0,10,3,Historical site,75.0,9677.0,9.0,No,26.0,No,2.0,0.0,9.0
8647,1008648,Yes,199.0,Mobile,32206.0,20,2,Historical site,79.0,2159.0,0.0,Yes,18.0,No,3.0,0.0,6.0
8648,1008649,Yes,357.0,Mobile,9142.0,21,2,Historical site,69.0,8930.0,4.0,No,25.0,Yes,4.0,1.0,13.0
8649,1008650,No,310.0,Mobile,41796.0,1,3,Beach,60.0,6525.0,4.0,No,24.0,No,4.0,1.0,12.0
8650,1008651,No,260.0,Mobile,28360.0,8,2,Trekking,101.0,6811.0,1.0,No,27.0,Yes,3.0,2.0,10.0
8651,1008652,No,438.0,Mobile,12260.0,2,3,Historical site,64.0,16296.0,4.0,No,28.0,Yes,4.0,1.0,33.0
8652,1008653,No,267.0,Mobile,6482.0,23,4,Historical site,98.0,2715.0,0.0,No,25.0,No,2.0,1.0,6.0
8653,1008654,No,361.0,Mobile,35045.0,4,3,Beach,97.0,10340.0,8.0,Yes,18.0,No,3.0,1.0,28.0
8654,1008655,No,312.0,Mobile,26255.0,12,3,Beach,54.0,4458.0,2.0,No,16.0,No,2.0,1.0,15.0
8655,1008656,No,414.0,Mobile,15092.0,7,4,Historical site,78.0,6858.0,4.0,No,18.0,No,2.0,1.0,14.0
8656,1008657,No,245.0,Laptop,39384.0,7,4,Other,77.0,9643.0,2.0,No,17.0,No,4.0,2.0,9.0
8657,1008658,No,214.0,Mobile,42607.0,1,3,Historical site,71.0,3598.0,1.0,No,31.0,Yes,3.0,1.0,3.0
8658,1008659,No,288.0,Mobile,25308.0,2,4,Other,86.0,5416.0,2.0,Yes,31.0,Yes,1.0,2.0,20.0
8659,1008660,No,199.0,Mobile,20024.0,10,3,Historical site,57.0,4688.0,1.0,No,24.0,No,1.0,0.0,5.0
8660,1008661,No,447.0,Laptop,42570.0,15,4,Beach,98.0,15793.0,2.0,Yes,17.0,No,2.0,0.0,23.0
8661,1008662,No,144.0,Mobile,50089.0,14,3,Historical site,42.0,1518.0,1.0,No,27.0,No,3.0,0.0,0.0
8662,1008663,Yes,245.0,Mobile,12573.0,18,5,Trekking,92.0,2963.0,0.0,No,25.0,No,3.0,0.0,2.0
8663,1008664,Yes,224.0,Mobile,12262.0,13,3,Trekking,66.0,2341.0,4.0,Yes,26.0,No,4.0,3.0,4.0
8664,1008665,No,350.0,Mobile,20618.0,2,4,Beach,73.0,5165.0,4.0,No,25.0,Yes,2.0,2.0,10.0
8665,1008666,No,275.0,Mobile,15060.0,2,4,Other,81.0,6973.0,4.0,Yes,32.0,Yes,4.0,1.0,15.0
8666,1008667,No,333.0,Laptop,49782.0,2,4,Beach,104.0,5684.0,1.0,No,29.0,Yes,3.0,1.0,7.0
8667,1008668,No,207.0,Laptop,45401.0,5,2,Beach,58.0,2391.0,0.0,Yes,24.0,No,3.0,0.0,6.0
8668,1008669,No,226.0,Laptop,20093.0,20,1,Historical site,44.0,3824.0,1.0,No,24.0,No,2.0,0.0,11.0
8669,1008670,No,244.0,Laptop,46137.0,10,4,Other,85.0,4654.0,8.0,No,24.0,No,3.0,0.0,4.0
8670,1008671,No,324.0,Mobile,12433.0,10,4,Trekking,46.0,2945.0,3.0,No,29.0,Yes,2.0,2.0,10.0
8671,1008672,No,360.0,Mobile,7248.0,9,4,Beach,71.0,2115.0,4.0,No,21.0,No,3.0,0.0,7.0
8672,1008673,No,350.0,Mobile,24719.0,2,2,Beach,86.0,8582.0,3.0,No,18.0,No,3.0,1.0,12.0
8673,1008674,No,218.0,Mobile,9806.0,1,2,Beach,48.0,2717.0,1.0,No,27.0,No,2.0,1.0,3.0
8674,1008675,No,226.0,Mobile,25416.0,29,1,Beach,101.0,6394.0,8.0,No,20.0,No,4.0,2.0,11.0
8675,1008676,No,322.0,Mobile,39973.0,8,3,Beach,85.0,3971.0,4.0,No,18.0,No,4.0,0.0,8.0
8676,1008677,Yes,251.0,Mobile,14499.0,2,4,Other,94.0,9915.0,7.0,Yes,16.0,No,3.0,0.0,7.0
8677,1008678,No,350.0,Mobile,46177.0,3,3,Trekking,53.0,13230.0,2.0,No,23.0,No,4.0,1.0,25.0
8678,1008679,No,207.0,Mobile,25487.0,23,1,Historical site,48.0,3545.0,1.0,No,29.0,Yes,4.0,1.0,9.0
8679,1008680,No,227.0,Mobile,12326.0,6,1,Historical site,94.0,2814.0,1.0,No,16.0,No,4.0,0.0,1.0
8680,1008681,No,332.0,Mobile,28808.0,6,3,Historical site,86.0,16575.125,7.0,No,24.0,No,4.0,0.0,21.0
8681,1008682,No,372.0,Mobile,42846.0,10,3,Beach,95.0,16575.125,4.0,No,19.0,No,4.0,0.0,29.0
8682,1008683,Yes,230.0,Laptop,16068.0,24,2,Beach,84.0,2449.0,1.0,Yes,32.0,Yes,2.0,0.0,1.0
8683,1008684,Yes,353.0,Mobile,43895.0,10,3,Beach,67.0,7326.0,5.0,No,33.0,Yes,3.0,3.0,14.0
8684,1008685,No,214.0,Laptop,39588.0,15,3,Beach,80.0,4785.0,0.0,No,28.0,No,4.0,1.0,8.0
8685,1008686,No,296.0,Mobile,29231.0,19,4,Other,44.0,3910.0,8.0,No,23.0,No,2.0,3.0,7.0
8686,1008687,No,423.0,Mobile,29271.0,2,4,Trekking,109.0,2674.0,8.0,No,24.0,Yes,2.0,1.0,19.0
